timestamp,rx,ry,rz,vx,vy,vz,label
12845,-0.346266322822394,-0.047862442410842414,-0.008326907162038514,0,0,0,0
12879,-0.44804464081934625,0.021753636595207394,-0.0883056099938211,-2.9934799410868305,2.0475317354720532,-2.3523147891700757,0
12916,-0.437745072631575,0.023393601146233636,-0.27561912671529704,0.27836670777760064,0.04432336624395251,-5.06252747895881,0
12953,-0.427688424097599,0.021651664201215202,-0.552106089314793,0.27180131172908195,-0.047079376892390126,-7.472620610797188,0
12999,-0.28298678278579087,0.08863538869852229,-0.7090977092163384,3.1456878546045246,1.456167923854502,-3.412861302207509,0
13034,-0.16617368595015491,0.12554449253763608,-0.7109501492825155,3.3375170524467412,1.0545458239746797,-0.052926859033632284,0
13056.000000000002,-0.06689492144326674,0.20970419131438392,-0.7393380396156699,4.512671113949089,3.8254408534882214,-1.2903586515069099,0
13079,-0.04167839305886496,0.2686740219255015,-0.7671822785394303,1.096370799321903,2.563905678744445,-1.210619083641853,0
13112,0.0145291346696955,0.32435945156053436,-0.7866930006076646,1.7032584160169837,1.6874372616676625,-0.5912340020677039,0
13145,0.06652157898295695,0.33442047857099855,-0.7622419445516219,1.5755286155533772,0.30487960637770256,0.7409410926073544,0
13179,0.08586837617596949,0.3856716597038098,-0.7204988869607631,0.5690234468533099,1.5073876803768012,1.227736987966433,0
13212,0.13469967018109125,0.4153670755262478,-0.7082028417898014,1.4797361819733867,0.8998610855284245,0.3726074294230825,0
13245.000000000002,0.16842200676748745,0.4572282638707761,-0.6999729544234746,1.0218889874664951,1.2685208589250296,0.24939052625231334,0
13279,0.20300302313500046,0.5085064797164953,-0.7027376109157178,1.0170887166916136,1.5081828189918227,-0.08131342624245207,0
13312.000000000002,0.23650977202175344,0.5460171547935964,-0.7160219591526307,1.0153560268712465,1.1366871235484537,-0.4025560071791543,0
13354.000000000002,0.2831962845923966,0.567866985707174,-0.7255705749319276,1.1115836326343609,0.5202340693708956,-0.22734799474516396,0
13389.000000000002,0.29893583920419387,0.6095342747942533,-0.7333274737809152,0.44970156033706477,1.1904939739165508,-0.2216256813996477,0
13433,0.3036782367283184,0.6652303729605454,-0.7192434276208256,0.10778176191192562,1.265820412870329,0.3200919581838684,0
13462,0.30354750488514104,0.7010801464206894,-0.7112629593496235,-0.0045079945923226315,1.23619908483255,0.27518856107593564,0
