timestamp,rx,ry,rz,vx,vy,vz,label
16297,-0.2732398297628122,-0.5135081818880567,-0.35430659063488096,0,0,0,0
16338.999999999998,-0.11565101757551985,-0.29984591509039527,-0.543071252211713,3.7521145758880756,5.087196828515969,-4.494396704210483,0
16395,0.10926026985773357,0.10316678614371678,-0.4463308876736323,4.016272989879395,7.1966553791803385,1.727506509608528,0
16460,0.27664302849658595,0.42500281836972603,-0.6087916574759445,2.575119363674652,4.951323572707834,-2.499396458497111,0
16514,0.3846831074155893,0.7453264330384807,-0.6659782549167327,2.000742202203766,5.931918790162123,-1.0590110637182988,0
16544,0.3881954369652486,0.7876171447319448,-0.6453125026270503,0.11707765165530996,1.4096903897821367,0.688858409656079,0
16573,0.38484349178091665,0.8313872820628885,-0.6320843988946684,-0.11558431670110211,1.509315080377369,0.45614150801316977,0
16599,0.42496548522526845,0.7724140998345531,-0.6648436935381327,1.5431535940135308,-2.268199316474437,-1.2599728709024722,0
16630,0.43424758585085077,0.7487525563302609,-0.6835091652914455,0.29942260082523625,-0.7632755969126507,-0.6021119920423481,0
16663,0.44293549805176297,0.7772559204258405,-0.6657666024950912,0.26327006669430897,0.8637383059266521,0.53765341807134,0
16700,0.42974718085039854,0.7723862514186867,-0.6542248101198652,-0.3564410054422819,-0.1316126758690216,0.3119403344655679,0
16730,0.39092704738522,0.7995436673027347,-0.634513135247644,-1.2940044488392848,0.9052471961349359,0.6570558290740418,0
16763,0.37413782084646974,0.8358213824624902,-0.6210168960272464,-0.5087644405681896,1.0993247018107701,0.40897694607265317,0
16808,0.3605333573012876,0.8883995391503957,-0.6267543206111054,-0.3023214121151585,1.1684034819534568,-0.1274983240857545,0
16843,0.35491283388327227,0.9167540985522039,-0.6436780718007652,-0.16058638337186665,0.8101302686230913,-0.4835357482759951,0
16907,0.36167079655841566,0.9656829109598558,-0.6536596565291479,0.1055931667991155,0.7645126938695609,-0.15596226138098016,0
16942,0.35650862746106227,0.9989713038495576,-0.6669663111084314,-0.14749054563866848,0.9510969397057644,-0.3801901308366709,0
16970,0.35437506780367917,1.0146815004440546,-0.6760148244322353,-0.07619855919225355,0.5610784498034649,-0.3231611901358519,0
16997,0.35004913857222547,1.016683366273594,-0.6770701856616009,-0.16021960116495168,0.07414317887182659,-0.03908745293946926,0
17030,0.35101681382078037,1.0299553532849386,-0.6863969289712677,0.029323492380451517,0.40218142458620265,-0.28262858514141703,0
17064,0.35007695843249353,1.0337887957627738,-0.6902542777124807,-0.027642805537848134,0.11274830817162458,-0.11345143356508876,0
17097,0.3467283934742882,1.0291442921762022,-0.688841729155095,-0.10147166540016202,-0.14074253292641353,0.042804501738960804,0
17132,0.3428136391930121,1.0207731973886784,-0.6843147383932551,-0.11185012232217366,-0.23917413678639243,0.12934259319542665,0
17164,0.34113978857616645,1.0183110793404135,-0.6838914522332471,-0.05230783177642695,-0.07694118900827829,0.013227692500249189,0
17209,0.3418288963105844,1.023212387667025,-0.6854641592577957,0.0153135052092875,0.10891796281358662,-0.03494904498996871,0
17258,0.33163637035832355,1.0393664095725994,-0.6883450472370688,-0.20801073371960885,0.32967391644029526,-0.058793632230063377,0
17304.000000000004,0.314940173476259,1.046448274849029,-0.6822201340295385,-0.3629608017839828,0.15395359296584676,0.13315028712021296,0
