timestamp,rx,ry,rz,vx,vy,vz,label
22105,-0.12105184995657726,-0.35460534273053573,-0.4918736259902234,0,0,0,0
22155,0.055696882681269495,-0.30884044487517137,-0.6189154839619398,3.5349746527569352,0.9152979571072872,-2.540837159434329,0
22208.000000000004,0.13704266379511915,-0.3708910619671582,-0.6759723624214341,1.5348260587517748,-1.1707663602260863,-1.0765448765941572,0
22265,0.24325542673902192,-0.3654924274888547,-0.7036133662352526,1.863381806033501,0.09471288558427834,-0.48492989147053117,0
22334,0.30536746813384524,-0.4089907394115502,-0.7153524598848899,0.9001745129684539,-0.6304103177202244,-0.1701317920237293,0
22388,0.3184430870133222,-0.4203380054284617,-0.6904185481028248,0.2421410903606842,-0.21013455586873242,0.4617391070752809,0
22454,0.30612923444360074,-0.39574441379643654,-0.669103645624421,-0.18657352378365832,0.37263017624280576,0.3229530678546019,0
22511,0.3132398189204758,-0.30348080692970164,-0.6841441022077598,0.12474709608552755,1.6186597695918403,-0.2638676593568201,0
22566,0.28862865283334244,-0.26929968469642507,-0.7062201870895264,-0.4474757470387886,0.6214749496959376,-0.4013833614866655,0
22634,0.2693068833862811,-0.2468565394680361,-0.7142405378787053,-0.28414366833913707,0.33004625335866133,-0.1179463351349846,0
22686,0.2592450084181999,-0.251664990878669,-0.7067315025977498,-0.19349759554002302,-0.09247021943524823,0.14440452463376133,0
22735,0.2568034147236004,-0.2616103842734554,-0.6984436566444331,-0.04982844274692875,-0.20296721213849783,0.16913971333299313,0
22786,0.22509092984950632,-0.2381093627395746,-0.6767225444475008,-0.6218134289038056,0.4608043438015846,0.4259041607241626,0
22849,0.1544002300922713,-0.10367075706777443,-0.6920503943557649,-1.1220745993211907,2.133946121774606,-0.24329920489308063,0
22918,0.07244353314986246,-0.05704473700878022,-0.7048517540441436,-1.1877782165566497,0.6757394211448435,-0.18552695200548838,0
22974,0.07263619176886635,-0.04956010135255865,-0.7200622003056787,0.0034403324822122883,0.1336542081468137,-0.27161511181312703,0
23023,0.0661065389813524,-0.069130862664656,-0.7211804189321125,-0.13325822015334599,-0.3994032920836193,-0.022820788294567303,0
23069,0.05809700140311387,-0.09199153215949558,-0.718775054691125,-0.1741203821356201,-0.49697107597477364,0.05229052697798855,0
23119,0.06855669832040663,-0.16949249770520983,-0.6929948504377647,0.2091939383458552,-1.5500193109142848,0.5156040850672072,0
23167,0.08004031071235486,-0.23342210479872527,-0.6724617908464543,0.23924192483225473,-1.3318668144482384,0.42777207481896573,0
23218,0.07620621855025185,-0.05221424184972506,-0.6896770039752973,-0.0751782776882943,3.553095351941181,-0.3375531986047647,0
23268,0.07440325521277122,0.16607636381278085,-0.7201912900804349,-0.03605926674961263,4.365812113250118,-0.6102857221027524,0
23320,0.06522986941585432,0.21766794798603428,-0.7497558695830141,-0.176411265325325,0.992145849485643,-0.5685496058188304,0
23372,0.05023997119857388,0.16390781284194947,-0.7718214321675819,-0.2882672734092392,-1.033848752770862,-0.42433774201091967,0
23426.000000000004,0.050054845690231144,0.15335625733663985,-0.8089695317215885,-0.003428250154494903,-0.19539917602423904,-0.6879277695185936,0
23483,0.03889708698938715,0.07624241256413401,-0.8090585603509425,-0.1957501526463983,-1.3528744696931714,-0.001561905778140527,0
